objective,directory,run_file,N_params_no_embed,C_final_flops,D_final_tokens_C_over_6N,epoch_label,batch_label,L_final,L_min,n_logged_points,tensorboard_capped_1000,in_released_notebook_fit
CLM,680M_flops,run-gpt_500M_bsz0.5M_lr3.5_1024_noreg_all0.5ep_bf16-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,680205312.0,4.08003375734e+20,99970643308.25652,0.5,0.5M,2.276495218276977,2.258785486221313,636,False,True
CLM,680M_flops,run-gpt_500M_bsz0.5M_lr3.5_1024_noreg_all0.75ep_bf16-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,680205312.0,6.12007202724e+20,149956489098.98547,0.75,0.5M,2.251667022705078,2.234234571456909,954,False,True
CLM,680M_flops,run-gpt_500M_bsz0.5M_lr3.5_1024_noreg_all1ep_bf16-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,680205312.0,8.16008890591e+20,199941810753.1137,1.0,0.5M,2.2383697032928467,2.21781325340271,1000,True,True
CLM,6B_flops,run-gpt_6b_1024l_1e21flops_all0.13ep_wu10-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,6165626880.0,9.99134354602e+20,27008185165.05278,0.13,,2.2697577476501465,2.252535343170166,86,False,True
CLM,6M_flops,run-tensorboard_gpt_10M_1024l_1e18flops_all0.06ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,6291456.0,9.94218292e+17,26337790277.26915,0.06,,2.62051773071289,2.611557722091675,81,False,True
CLM,6M_flops,run-tensorboard_gpt_6M_1024l_3e18flops_all0.39ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,6291456.0,3.013307733e+18,79825394233.06783,0.39,,2.613112688064575,2.6026411056518555,506,False,True
CLM,7B_flops,dep-run-gpt_7b_1024_noreg_all1.32ep_pg2xlg_bf16-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,7247758312.0,1.1505050861015e+22,264565731125.5874,1.32,,2.018309593200684,1.998847484588623,841,False,False
CLM,7B_flops,run-gpt_7b_1024l_1e21flops_all0.11ep_wu10-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,7247758312.0,1.000419374676e+21,23005259732.50748,0.11,,2.300961494445801,2.292755603790283,74,False,True
CLM,85M_flops,run-gpt_85M_1024l_1e18flops_bsz250k_all0.01ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,84934656.0,1.000295137e+18,1962871977.3312163,0.01,250k,2.672311305999756,2.664633750915528,25,False,True
CLM,85M_flops,run-gpt_85M_1024l_1e19flops_all0.1ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,84934656.0,1.0207934275e+19,20030956258.499084,0.1,,2.494500637054444,2.494500637054444,128,False,True
CLM,85M_flops,run-gpt_85M_1024l_3e18flops_all0.03ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,84934656.0,2.996068582e+18,5879163902.973442,0.03,,2.584091186523437,2.579691171646118,38,False,True
CLM,85M_flops,run-gpt_85M_1024l_3e19flops_all0.3ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,84934656.0,2.9960953426e+19,58792164151.070045,0.3,,2.473391056060791,2.4464614391326904,374,False,True
CLM,85M_flops,run-gpt_85M_bsz0.5M_lr5.5_1024_noreg_all0.25ep_bf16-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,84934656.0,2.5520370892e+19,50078440874.201775,0.25,0.5M,2.4658219814300537,2.4473044872283936,318,False,True
CLM,85M_flops,run-gpt_85M_bsz0.5M_lr5.5_1024_noreg_all0.5ep_bf16-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,84934656.0,5.1040741784e+19,100156881748.40355,0.5,0.5M,2.445727825164795,2.425381660461426,636,False,True
CLM,85M_flops,run-gpt_85M_bsz0.5M_lr5.5_1024_noreg_all0.75ep_bf16-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,84934656.0,7.6561380278e+19,150235847736.09177,0.75,0.5M,2.4263429641723637,2.407661437988281,954,False,True
CLM,85M_flops,run-gpt_85M_bsz0.5M_lr5.5_1024_noreg_all1ep_bf16-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,84934656.0,1.02081751171e+20,200314288612.25583,1.0,0.5M,2.4277024269104004,2.4093265533447266,1000,True,True
CLM,880M_flops,run-gpt_880M_1024l_1e20flops_all0.09ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,886308864.0,1.00032949932e+20,18810776918.959034,0.09,,2.3751425743103027,2.3751425743103027,120,False,True
CLM,880M_flops,run-gpt_880M_1024l_3e20flops_all0.28ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,886308864.0,3.00098849799e+20,56432330757.44124,0.28,,2.3002631664276123,2.280320167541504,359,False,True
CLM,880M_flops,run-gpt_880M_lr3.5_1024l_all0.94ep_1e21flops-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,886308864.0,1.000332289018e+21,188108293780.60544,0.94,,2.213336706161499,2.201737403869629,1000,True,True
CLM,880M_flops,run-tensorboard_gpt_880M_1024l_1e20flops_all0.09ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,886308864.0,1.00032949932e+20,18810776918.959034,0.09,,2.3751425743103027,2.3751425743103027,120,False,True
MLM,1.2B_flops,run-mlm_1b_1024l_1e20flops_all0.07ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,1208881136.0,1.00068287429e+20,13796267811.753937,0.07,,2.279003620147705,2.270971775054932,44,False,True
MLM,1.2B_flops,run-mlm_1b_1024l_1e21flops_all0.69ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,1208881136.0,1.00073610211e+21,137970016558.904,0.69,,1.9749616384506223,1.9648454189300537,439,False,True
MLM,1.2B_flops,run-mlm_1b_1024l_3e20flops_all0.21ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,1208881136.0,3.00220070234e+20,41390900132.57791,0.21,,2.118471384048462,2.1148223876953125,132,False,True
MLM,1.2B_flops,run-mlm_1b_all0.75ep_noreg_tk200b_cl1024_bsz1m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,1208881136.0,1.087755971514e+21,149967318142.51752,0.75,1m,1.9651793241500852,1.9486092329025269,477,False,True
MLM,1.2B_flops,run-mlm_1b_all1ep_noreg_tk200b_cl1024_bsz1m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,1208881136.0,1.198522368e+21,165238518537.02844,1.0,1m,1.934175,1.917295,635,False,True
MLM,1.5B_flops,run-mlm_1.5b_1024l_1e20flops_all0.05ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,1528823808.0,1.00036731229e+20,10905631146.585773,0.05,,2.2766880989074707,2.2725205421447754,35,False,True
MLM,1.5B_flops,run-mlm_1.5b_1024l_1e21flops_all0.5ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,1528823808.0,1.000367312297e+21,109056311466.62083,0.5,,1.9890403747558596,1.9742991924285889,347,False,True
MLM,1.5B_flops,run-mlm_1.5b_1024l_3e20flops_all0.16ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,1528823808.0,3.00110193689e+20,32716893439.975353,0.16,,2.1181540489196777,2.1081089973449707,104,False,True
MLM,1.7B_flops,run-mlm_1.7b_1024l_1e21flops_all0.5ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,1784851968.0,8.57197860589e+20,80043786633.04736,0.5,,2.008419752120972,1.99307382106781,297,False,True
MLM,1.7B_flops,run-mlm_1.7b_1024l_3e20flops_all0.14ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,1784851968.0,2.99795695592e+20,27994450050.287495,0.14,,2.155925035476685,2.1520845890045166,90,False,True
MLM,106M_flops,run-mlm_106M_1024l_1e19flops_all0.08ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,106168320.0,1.0016629791e+19,15724448672.636057,0.08,,2.292452573776245,2.292452573776245,100,False,True
MLM,106M_flops,run-mlm_106M_1024l_1e20flops_all0.78ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,106168320.0,7.1750445491e+19,112636307910.24416,0.78,,2.153855800628662,2.15221643447876,715,False,True
MLM,106M_flops,run-mlm_106M_1024l_3e18flops_all0.02ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,106168320.0,3.004821686e+18,4717072044.969095,0.02,,2.407798290252685,2.407798290252685,30,False,True
MLM,106M_flops,run-mlm_106M_1024l_3e19flops_all0.24ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,106168320.0,3.0050223874e+19,47173871129.03987,0.24,,2.2259325981140137,2.1995675563812256,300,False,True
MLM,10B_flops,run-mlm_10b_all1.33ep_noreg_tk263b_cl1024_bsz1m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,10682105856.0,1.7241906435191e+22,269015408690.9503,1.33,1m,1.7977793216705322,1.7926652431488037,856,False,True
MLM,10M_flops,run-mlm_10.1M_1024l_1e18flops_all0.09ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,9830400.0,1.006218375e+18,17059637705.485025,0.09,,2.396082878112793,2.3879525661468506,109,False,True
MLM,127M_flops,run-mlm_130M_1024l_1e19flops_all0.07ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,127699968.0,1.002938358e+19,13089775637.218641,0.07,,2.30861234664917,2.30056095123291,84,False,True
MLM,127M_flops,run-mlm_130M_1024l_1e20flops_all0.65ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,127699968.0,1.00294638604e+20,130898804145.87627,0.65,,2.14614486694336,2.122596740722656,833,False,True
MLM,127M_flops,run-mlm_130M_1024l_3e19flops_all0.2ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,127699968.0,3.0011884717e+19,39169788877.0549,0.2,,2.2223501205444336,2.2023134231567383,250,False,True
MLM,13M_flops,run-mlm_10M_1024l_1e18flops_all0.06ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,13192320.0,9.94218292e+17,12560569230.178366,0.06,,2.399672031402588,2.389019012451172,81,False,True
MLM,13M_flops,run-mlm_10M_1024l_1e19flops_all0.63ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,13192320.0,9.942389779e+18,125608305678.35428,0.63,,2.2976536750793457,2.2849903106689453,802,False,True
MLM,13M_flops,run-mlm_10M_1024l_3e18flops_all0.19ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,13192320.0,2.990598033e+18,37782058462.8026,0.19,,2.343022346496582,2.3326916694641118,241,False,True
MLM,154M_flops,run-mlm_154M_1024l_1e20flops_all0.5ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,154448288.0,1.00007856092e+20,107919461142.44615,0.5,,2.145750045776367,2.1290998458862305,687,False,True
MLM,154M_flops,run-mlm_154M_1024l_3e18flops_all0.02ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,154448288.0,2.999852144e+18,3237169953.825149,0.02,,2.4224624633789062,2.4224624633789062,21,False,True
MLM,154M_flops,run-mlm_154M_1024l_3e19flops_all0.16ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,154448288.0,3.0002405376e+19,32375890731.789787,0.16,,2.2154061794281006,2.2110633850097656,206,False,True
MLM,154M_flops,run-mlm_154M_all1ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,154448288.0,1.85199967258e+20,199851106214.05313,1.0,,2.1064510345458984,2.0943305492401123,1000,True,True
MLM,170M_flops,run-mlm_170M_1024l_1e20flops_all0.5ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,170233344.0,9.9937091744e+19,97843240142.973,0.5,,2.1367456912994385,2.1182188987731934,623,False,True
MLM,170M_flops,run-mlm_170M_all0.25ep_noreg_tk200b_cl1024_bsz0.5m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,170233344.0,5.1040280986e+19,49970900516.80279,0.25,0.5m,2.1687171459198,2.155034065246582,318,False,True
MLM,2.4B_flops,run-mlm_2.4b_1024l_1e21flops_all0.35ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,2359296000.0,9.99795131587e+20,70628069530.55771,0.35,,2.0064284801483154,1.991987228393555,225,False,True
MLM,2.4B_flops,run-mlm_2.4b_1024l_3e20flops_all0.1ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,2359296000.0,3.00210283463e+20,21207617545.16319,0.1,,2.156769275665283,2.1533522605896,68,False,True
MLM,2.8B_flops,run-mlm_3b_1024l_1e21flops_all0.3ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,2834283904.0,9.99818867825e+20,58793149739.04369,0.3,,2.026927947998047,2.011220693588257,187,False,True
MLM,2.8B_flops,run-mlm_3b_1024l_3e20flops_all0.09ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,2834283904.0,2.99253867564e+20,17597264876.53934,0.09,,2.1742684841156006,2.174260139465332,56,False,True
MLM,2.8B_flops,run-mlm_3b_all1ep_noreg_tk200b_cl1024_bsz1m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,2834283904.0,3.400732076738e+21,199975972292.8354,1.0,1m,1.877838373184204,1.8602927923202517,636,False,True
MLM,230M_flops,run-mlm_230M_1024l_1e19flops_all0.04ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,231211008.0,1.001395222e+19,7218479998.437906,0.04,,2.346802234649658,2.3313348293304443,46,False,True
MLM,230M_flops,run-mlm_230M_1024l_1e20flops_all0.36ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,231211008.0,1.00146076316e+20,72189524468.20064,0.36,,2.1300911903381348,2.114820003509521,459,False,True
MLM,230M_flops,run-mlm_230M_1024l_2e20flops_all0.75ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,231211008.0,2.08349338827e+20,150187009281.5823,0.75,,2.083373546600342,2.0684473514556885,954,False,True
MLM,230M_flops,run-mlm_230M_1024l_3e19flops_all0.1ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,231211008.0,3.0001803765e+19,21626568175.767826,0.1,,2.230540990829468,2.2144832611083984,138,False,True
MLM,230M_flops,run-mlm_230M_1024l_3e20flops_all1ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,231211008.0,3.00023135299e+20,216269356358.52887,1.0,,2.070000648498535,2.0438098907470703,1000,True,True
MLM,25M_flops,run-mlm_25.1M_1024l_1e18flops_all0.03ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,25165824.0,1.001744824e+18,6634293821.122911,0.03,,2.4320876598358154,2.4172229766845703,43,False,True
MLM,25M_flops,run-mlm_25.1M_1024l_1e19flops_all0.3ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,25165824.0,1.001792428e+19,66346090899.57343,0.3,,2.298612356185913,2.2833611965179443,421,False,True
MLM,25M_flops,run-mlm_25.1M_1024l_3e18flops_all0.1ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,25165824.0,3.011422979e+18,19943866325.74929,0.1,,2.3741378784179688,2.357588529586792,127,False,True
MLM,25M_flops,run-mlm_25.1M_1024l_3e19flops_all1ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,25165824.0,3.0114388479e+19,199439714213.2123,1.0,,2.244920492172241,2.2348649501800537,1000,True,True
MLM,280M,run-mlm_280M_all0.48ep_1.5e20-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,,1.49635792532e+20,,0.48,,2.103755235671997,2.084836959838867,573,False,False
MLM,3.4B_flops,run-mlm_3.4b_1024l_1e21flops_all0.25ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,3425697792.0,1.001365243934e+21,48718310094.9768,0.25,,2.041014671325684,2.032409906387329,154,False,True
MLM,300M_flops,run-mlm_300M_1024l_1e19flops_all0.03ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,302426080.0,1.0011473905e+19,5517311814.399957,0.03,,2.374008178710937,2.364632129669189,36,False,True
MLM,300M_flops,run-mlm_300M_1024l_1e20flops_all0.25ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,302426080.0,9.9937864607e+19,55075642840.83348,0.25,,2.1429338455200195,2.129113912582397,351,False,True
MLM,300M_flops,run-mlm_300M_1024l_3e19flops_all0.08ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,302426080.0,2.9926965735e+19,16492716575.567822,0.08,,2.254923105239868,2.235653877258301,105,False,True
MLM,300M_flops,run-mlm_300M_1024l_3e20flops_all0.75ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,302426080.0,2.99271559232e+20,164928213880.67236,0.75,,2.0606260299682617,2.048039197921753,1000,True,True
MLM,34M_flops,run-mlm_25M_1024l_1e18flops_all0.02ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,33690624.0,9.9862537e+17,4940174502.753842,0.02,,2.4301650524139404,2.4301650524139404,32,False,True
MLM,34M_flops,run-mlm_25M_1024l_1e19flops_all0.25ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,33690624.0,9.986571029e+18,49403314846.09289,0.25,,2.2887349128723145,2.276081085205078,315,False,True
MLM,34M_flops,run-mlm_25M_1024l_3e18flops_all0.07ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,33690624.0,2.985827449e+18,14770813035.895882,0.07,,2.3712892532348637,2.3698863983154297,95,False,True
MLM,34M_flops,run-mlm_25M_1024l_3e19flops_all0.75ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,33690624.0,2.9859014926e+19,147711793277.16418,0.75,,2.243083000183105,2.224959135055542,941,False,True
MLM,393M_flops,run-mlm_393M_1024l_1e20flops_all0.21ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,393216000.0,1.00120912898e+20,42436774740.43104,0.21,,2.149443864822388,2.128030300140381,270,False,True
MLM,393M_flops,run-mlm_393M_1024l_3e19flops_all0.06ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,393216000.0,2.9988857231e+19,12710934630.9238,0.06,,2.27979040145874,2.269314765930176,81,False,True
MLM,393M_flops,run-mlm_393M_1024l_3e20flops_all0.64ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,393216000.0,2.99892286408e+20,127110920549.18077,0.64,,2.0518288612365723,2.0419631004333496,808,False,True
MLM,470M_flops,run-mlm_470M_1024l_1e20flops_all0.18ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,472435184.0,1.00026466393e+20,35287544824.7027,0.18,,2.1333768367767334,2.1333768367767334,225,False,True
MLM,470M_flops,run-mlm_470M_1024l_3e19flops_all0.05ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,472435184.0,3.0035127078e+19,10595854590.288094,0.05,,2.2917637825012207,2.2850558757781982,68,False,True
MLM,470M_flops,run-mlm_470M_1024l_3e20flops_all0.5ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,472435184.0,3.00363155885e+20,105962738754.93858,0.5,,2.0540900230407715,2.046610116958618,674,False,True
MLM,47M_flops,run-mlm_47M_1024l_1e19flops_all0.17ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,47775744.0,1.0025157323e+19,34972967743.49204,0.17,,2.277523994445801,2.272056102752685,222,False,True
MLM,47M_flops,run-mlm_47M_1024l_3e19flops_all0.5ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,47775744.0,3.0161768506e+19,105219950476.68262,0.5,,2.223907947540283,2.2030959129333496,668,False,True
MLM,4B_flops,run-mlm_4b_1024l_1e21flops_all0.2ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,4076863488.0,1.000845631133e+21,40915671000.46921,0.2,,2.057302713394165,2.05314040184021,131,False,True
MLM,550M_flops,run-mlm_550M_1024l_1e20flops_all0.15ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,550502400.0,1.00167524359e+20,30326093752.119274,0.15,,2.1534953117370605,2.143392562866211,193,False,True
MLM,550M_flops,run-mlm_550M_1024l_3e19flops_all0.05ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,550502400.0,2.5728264863e+19,7789328700.1715765,0.05,,2.31984281539917,2.312088966369629,58,False,True
MLM,550M_flops,run-mlm_550M_1024l_3e20flops_all0.45ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,550502400.0,3.00174990331e+20,90879104351.1648,0.45,,2.063246726989746,2.043506622314453,579,False,True
MLM,5B_flops,run-mlm_5b_1024l_1e21flops_all0.17ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,4917322640.0,1.003021591331e+21,33996196194.649807,0.17,,2.103798151016236,2.0983142852783203,109,False,True
MLM,609M_flops,run-mlm_609M_all0.58ep_4e20-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,,4.23472934609e+20,,0.58,,2.036506414413452,2.018716335296631,736,False,False
MLM,65M_flops,run-mlm_49M_1024l_1e19flops_all0.13ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,65728000.0,1.0004327274e+19,25367999619.644592,0.13,,2.290457248687744,2.2855262756347656,162,False,True
MLM,65M_flops,run-mlm_49M_1024l_3e18flops_all0.04ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,65728000.0,2.997209389e+18,7600031921.961214,0.04,,2.386813163757324,2.379170179367065,49,False,True
MLM,65M_flops,run-mlm_49M_1024l_3e19flops_all0.38ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,65728000.0,2.9973952434e+19,76005031934.63972,0.38,,2.2305450439453125,2.2068114280700684,484,False,True
MLM,65M_flops,run-mlm_49M_1024l_bsz256_1e18flops_all0.01ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,65728000.0,1.000412077e+18,2536747598.689549,0.01,256,2.454048156738281,2.4352872371673584,33,False,True
MLM,680M_flops,run-mlm_500M_1024l_1e20flops_all0.12ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,680205312.0,9.9961190705e+19,24492896713.563644,0.12,,2.185706853866577,2.1732513904571533,156,False,True
MLM,680M_flops,run-mlm_500M_1024l_3e20flops_all0.37ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,680205312.0,2.99883572117e+20,73478690141.18098,0.37,,2.0763275623321533,2.061962604522705,468,False,True
MLM,6M_flops,run-mlm_6M_1024l_1e18flops_all0.13ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,6291456.0,1.004422662e+18,26608113765.716553,0.13,,2.4007458686828613,2.396369695663452,169,False,True
MLM,6M_flops,run-mlm_6M_1024l_3e18flops_all0.39ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,6291456.0,3.013307733e+18,79825394233.06783,0.39,,2.361924171447754,2.351791858673096,506,False,True
MLM,736M_flops,run-mlm_736M_all0.58ep_5e20-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,,5.24659878091e+20,,0.58,,2.019793748855591,2.014399766921997,755,False,False
MLM,7B_flops,run-mlm_7b_1024l_1e21flops_all0.11ep_lr1.2-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,7247758312.0,1.000419374676e+21,23005259732.50748,0.11,,2.148233413696289,2.1431171894073486,74,False,True
MLM,85M_flops,run-mlm_85M_1024l_1e19flops_all0.1ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,84934656.0,1.0004021783e+19,19630820237.069466,0.1,,2.28713607788086,2.2814900875091557,125,False,True
MLM,85M_flops,run-mlm_85M_1024l_3e18flops_all0.03ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,84934656.0,2.996068582e+18,5879163902.973442,0.03,,2.39237117767334,2.3889825344085693,38,False,True
MLM,85M_flops,run-mlm_85M_1024l_bsz256_1e18flops_all0.01ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,84934656.0,1.000295137e+18,1962871977.3312163,0.01,256,2.465641736984253,2.451131820678711,25,False,True
MLM,85M_flops,run-mlm_85M_all0.75ep_noreg_tk150b_cl1024_bsz0.5m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,84934656.0,7.6561380278e+19,150235847736.09177,0.75,0.5m,2.164946794509888,2.140316963195801,954,False,True
MLM,85M_flops,run-mlm_85M_all1ep_noreg_tk200b_cl1024_bsz0.5m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,84934656.0,1.3166003417e+19,25835554132.736267,1.0,0.5m,2.281765937805176,2.2678747177124023,139,False,True
MLM,880M_flops,run-mlm_880M_1024l_1e20flops_all0.09ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,886308864.0,1.00032949932e+20,18810776918.959034,0.09,,2.204306602478028,2.204306602478028,120,False,True
MLM,880M_flops,run-mlm_880M_1024l_1e21flops_all0.28ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,886308864.0,1.000332289018e+21,188108293780.60544,0.28,,1.979753017425537,1.9756792783737185,1000,True,True
MLM,880M_flops,run-mlm_880M_1024l_3e20flops_all0.28ep_fix-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,886308864.0,3.00098849799e+20,56432330757.44124,0.28,,2.109191417694092,2.0954184532165527,359,False,True
MLM,880M_flops,run-mlm_880M_1024l_6e20flops_all0.5ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,886308864.0,5.85300718376e+20,110063346640.89893,0.5,,2.0161290168762207,2.0161290168762207,700,False,True
